playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesLongSnap,gradesPuntReturn,gradesKickReturn,gradesFgepKicker,gradesPunter
148333,Charlie Mill,WR,0,0,,2026,162,,62.5,69.7,17,0,0,1,0,0,6,5,6,6,0,ELON,ELON,23,,,,,,,
148335,Donovan Everette,DI,0,0,,2026,162,,65.1,68.2,D05,0,0,1,6,1,0,4,6,0,1,ELON,ELON,17,59.6,60,,,,,
148336,Darius Harris,S,0,0,,2025,162,,60,61.7,D21,0,0,1,0,1,0,0,0,0,0,ELON,ELON,1,60,,,,,,
148339,Luke Duska,T,0,0,,2027,162,,61.3,63,66,0,0,1,6,0,0,0,0,0,0,ELON,ELON,6,,60,,,,,
148340,Jeff Yurk,P,0,0,,2026,162,,61,66.5,S97,1,0,1,6,0,0,0,6,0,0,ELON,ELON,12,,60,,,,,62.7
148341,Caleb Curtain,S,0,0,,2026,162,,61,67,D01,0,0,1,0,2,2,1,0,1,0,ELON,ELON,6,60,,,,,,
148344,TJ Young,LB,0,0,,2025,162,,60,61.2,D00,0,0,1,0,1,0,0,0,0,0,ELON,ELON,1,60,,,,,,
148345,Jonathan Robinson,CB,0,0,,2026,162,,53.3,70.5,D09,1,0,1,0,1,6,1,6,6,0,ELON,ELON,20,60,,,,,,
148346,Caden Martinez,LB,0,0,,2025,162,,60,61.1,D15,0,0,1,0,1,0,0,0,0,0,ELON,ELON,1,60,,,,,,
148351,Scott Hummel,G,0,0,,2026,276,,61.4,66.3,71,0,0,1,4,0,0,0,0,0,0,RICHMOND,RICHMOND,4,,60,,,,,
148356,Maxwell James,WR,0,0,,2026,231,,60.3,64.9,09,0,0,1,0,0,0,6,0,0,0,MONMOUTH,MONMOUTH,6,,,,,,,
148366,Matei Fitz,DI,0,0,,2026,276,,59.5,64.3,D05,0,0,1,0,3,0,0,0,1,0,RICHMOND,RICHMOND,4,58.9,,,,,,
148368,Jaelin Montgomery,T,0,0,,2026,317,,61.6,62.1,75,0,0,1,5,0,0,0,0,0,0,TOWSON,TOWSON,5,,60.8,,,,,
148372,Eli Mahan,TE,0,0,,2027,212,,60,62.1,16,0,0,1,0,0,1,0,0,0,0,MAINE,MAINE,1,,,,,,,
148374,Declan McKevitt,TE,0,0,,2026,212,,60.2,65.8,48,0,0,1,3,0,1,6,0,0,0,MAINE,MAINE,10,,60,,,,,
148381,Daniel Doegan,CB,0,0,,2026,212,,61.5,69.8,D13,0,0,1,0,0,0,0,0,5,0,MAINE,MAINE,5,,,,,,,
148384,Shymell Davis,DI,0,0,,2026,212,,61.3,67.1,D91,0,0,1,3,0,0,0,0,1,0,MAINE,MAINE,4,,60,,,,,
148385,Latrell Couchman,LB,0,0,,2026,212,,60.7,69.4,D07,0,0,1,0,0,4,6,7,0,0,MAINE,MAINE,17,,,,,,,
148387,Xavier Holmes,ED,0,0,2026,2026,212,,59.9,64.5,D09,0,0,1,0,6,0,0,0,1,0,MAINE,MAINE,7,59.7,,,,,,
148393,Jabari Echols,CB,0,0,,2026,385,,60,63.8,D01,0,0,1,0,0,0,0,0,1,0,MERRIMACK,MERRIMACK,1,,,,,,,
148394,Tim Bonagura,DI,0,0,,2026,240,,59.6,62.9,D93,0,0,1,0,2,0,0,4,0,0,NEW HAMP,NEW HAMP,6,59.1,,,,,,
148399,Nick Mazzie,K,0,0,,2026,240,68.5,60.4,67.8,S37,0,0,1,6,0,6,0,0,0,1,NEW HAMP,NEW HAMP,12,,,,,,58.3,
148412,Aaron Trusler,P,0,0,,2025,276,,60.4,62.8,S35,0,0,1,4,0,0,0,1,0,0,RICHMOND,RICHMOND,5,,60,,,,,60
148413,Owen Laughlin,LB,0,0,,2026,276,,61.4,65.9,D43,0,0,1,0,0,5,0,1,0,0,RICHMOND,RICHMOND,6,,,,,,,
148414,Edward McDonough,LB,0,0,,2025,276,,61.4,66,D59,0,0,1,0,0,5,3,0,0,0,RICHMOND,RICHMOND,8,,,,,,,
148415,Carsen Stocklinski,DI,0,0,,2026,276,,60.4,65,D44,0,0,1,0,2,0,0,0,1,0,RICHMOND,RICHMOND,3,59.7,,,,,,
148416,Brian Catanzarite,LS,0,0,,2026,276,,35.7,62.2,S57,0,0,1,4,0,0,0,1,0,0,RICHMOND,RICHMOND,5,,60,0,,,,
148421,Gabriel Carbajal,T,0,0,,2026,276,,61.1,67.8,52,0,0,1,4,0,0,0,0,0,0,RICHMOND,RICHMOND,4,,60,,,,,
148424,Ethan Calveric,G,0,0,,2025,276,,60.6,61.7,55,0,0,1,4,0,0,0,0,0,0,RICHMOND,RICHMOND,4,,60,,,,,
148425,Jerry Garcia Jr.,WR,0,0,,2025,276,,60,62,04,0,0,1,0,0,0,4,0,0,0,RICHMOND,RICHMOND,4,,,,,58.7,,
148430,Elijah McMillan,DI,0,0,,2025,276,,59.6,61.6,D91,0,0,1,0,1,0,0,0,0,0,RICHMOND,RICHMOND,1,59.3,,,,,,
148432,Franco Milano,ED,0,0,,2026,303,,61.7,66.3,D96,0,0,1,6,1,0,0,0,1,0,STNY BROOK,STNY BROOK,8,59.7,60,,,,,
148433,Enda Kirby,P,0,0,,2026,303,,60,63.7,S53,0,0,1,6,0,0,0,0,0,0,STNY BROOK,STNY BROOK,6,,,,,,68.9,
148434,Kollin Melendez,G,0,0,,2026,303,,61.9,66.4,65,0,0,1,6,0,0,0,0,0,0,STNY BROOK,STNY BROOK,6,,61.6,,,,,
148439,Anthony Williams,ED,0,0,,2025,303,,60.8,65.3,D95,0,0,1,0,1,0,0,0,2,0,STNY BROOK,STNY BROOK,3,59.9,,,,,,
148440,Calvin Harrison,S,1,0,,2026,303,,68.4,69.3,D33,0,0,1,0,0,7,6,4,0,1,STNY BROOK,STNY BROOK,17,,,,,,,
148441,Anthony Denicola,LB,0,0,,2026,303,,66.8,69.7,D39,0,0,1,0,0,7,6,0,0,1,STNY BROOK,STNY BROOK,13,,,,,,,
148443,Rodney Faulk,ED,0,0,,2026,303,,60.8,65.2,D14,0,0,1,0,5,0,0,0,2,0,STNY BROOK,STNY BROOK,7,59.7,,,,,,
148445,Florian Staehler,G,0,0,,2026,317,,61.7,66.8,79,0,0,1,5,0,0,0,0,0,0,TOWSON,TOWSON,5,,60.3,,,,,
148454,Daniel Raymond,S,0,0,,2025,317,,60.9,67.5,D00,0,0,1,0,1,6,2,5,0,0,TOWSON,TOWSON,14,60,,,,61.8,,
148457,Josh Cupitt,P,0,0,,2027,151,,60.5,64.2,S39,0,0,1,4,0,0,0,2,0,0,DELAWARE,DELAWARE,6,,60,,,,,54.7
148459,Keegan Vaughan,K,0,0,,2025,317,,60,63.5,S30,0,0,1,5,0,0,0,0,0,0,TOWSON,TOWSON,5,,,,,,65.1,
148460,Devin Matthews,HB,0,0,,2025,317,,60,64,03,0,0,1,0,0,0,2,0,0,0,TOWSON,TOWSON,2,,,,,,,
148461,Ubayd Steed,S,0,0,,2025,295,,61.5,74,D07,0,0,1,0,8,3,0,0,1,0,S ILLINOIS,S ILLINOIS,12,59.7,,,,,,
148462,Dion Crews-Harris,ED,0,0,,2025,317,,60.3,64.1,D40,0,0,1,0,1,0,0,5,0,0,TOWSON,TOWSON,6,59.8,,,,,,
148463,Lukkas Londono,WR,0,0,,2026,317,,60,62.4,14,0,0,1,0,0,0,3,0,0,0,TOWSON,TOWSON,3,,,,,59.4,,
148464,Patrick Coyle,LS,0,0,,2025,317,,65.9,63.8,S98,0,0,1,5,0,0,0,5,0,0,TOWSON,TOWSON,10,,61.6,81.1,,,,
148471,Xavier Terry,S,0,0,,2026,317,,59.6,67.2,D12,0,0,1,0,1,0,2,5,0,0,TOWSON,TOWSON,8,60,,,,,,
148473,James Welde,TE,0,0,,2025,334,,58.9,64.7,89,0,0,1,3,0,0,3,1,0,0,VILLANOVA,VILLANOVA,7,,60,,,,,
148475,Stephane Voltaire,T,0,0,,2026,334,,59.5,67.1,75,0,0,1,3,0,0,0,1,0,0,VILLANOVA,VILLANOVA,4,,60,,,,,
148476,Shane Hartzell,LB,0,0,,2026,334,,60.1,64.1,D31,0,0,1,0,1,1,0,0,0,0,VILLANOVA,VILLANOVA,2,59.8,,,,,,
148478,Christian Sapp,S,0,0,,2026,334,,61.7,64.3,D25,0,0,1,0,0,6,0,0,0,0,VILLANOVA,VILLANOVA,6,,,,,,,
148482,Ian Erickson,G,0,0,,2027,334,,61.1,65.7,65,0,0,1,3,0,0,0,0,0,0,VILLANOVA,VILLANOVA,3,,60,,,,,
148485,Ryan Shonk,FB,0,0,,2026,348,,61.4,62.8,45,0,0,1,3,0,0,1,0,0,0,WM & MARY,WM & MARY,4,,60,68.5,,,,
148488,Ethan Yip,CB,0,0,,2026,348,,61,68.4,D14,0,0,1,0,0,4,0,4,5,0,WM & MARY,WM & MARY,13,,,,,,,
148491,Andrew Piercy,K,0,0,,2026,348,,60.2,60.5,S49,0,0,1,3,0,0,0,0,0,0,WM & MARY,WM & MARY,3,,60,,,,,
148494,David Roulley,S,0,0,,2027,348,,61.1,67.9,D10,0,0,1,0,0,4,0,0,0,0,WM & MARY,WM & MARY,4,,,,,,,
148495,Jalen Jones,CB,0,0,,2026,348,,60.3,65.2,D02,0,0,1,0,3,0,0,0,0,0,WM & MARY,WM & MARY,3,60,,,,,,
148496,Davin Dzidzienyo,ED,0,0,,2027,348,,59.6,63.6,D01,0,0,1,0,3,0,0,0,0,0,WM & MARY,WM & MARY,3,59.4,,,,,,
148498,Tyler Merwarth,S,0,0,,2026,106,,63.9,68.7,D27,0,0,1,0,0,4,4,7,5,1,ALBANY,ALBANY,20,,,,,,,
148506,Denzel Patrick,S,0,0,,2026,106,,60.7,63.4,D02,0,0,1,0,3,4,0,0,0,0,ALBANY,ALBANY,7,60,,,,,,
148508,Ghassan Chehade,DI,0,0,,2026,106,,59.6,67,D08,0,0,1,0,1,0,0,0,2,0,ALBANY,ALBANY,3,59.9,,,,,,
148513,Andrew Berkery,T,0,0,,2025,124,,60.7,65.3,73,0,0,1,3,0,0,0,0,0,0,BRYANT,BRYANT,3,,60,,,,,
148516,Anthony Perez,G,0,0,,2026,124,,60.5,64.1,77,0,0,1,3,0,0,0,0,0,0,BRYANT,BRYANT,3,,60,,,,,
148521,Eric Dukes,ED,0,0,,2026,124,,60.1,63,D11,0,0,1,0,2,0,0,0,0,0,BRYANT,BRYANT,2,60,,,,,,
148531,Michael Otty,DI,0,0,,2026,124,,59.4,66,D09,0,0,1,0,2,0,0,0,1,0,BRYANT,BRYANT,3,59.3,,,,,,
148539,Jalen Lavine,CB,0,0,,2026,290,,61.4,68.3,D26,0,0,1,0,1,0,2,0,4,0,SCAR STATE,SCAR STATE,7,59.9,,,,,,
148543,Sean Hunt,S,0,0,,2026,124,,60.2,69.5,D20,0,0,1,0,1,3,0,7,3,0,BRYANT,BRYANT,14,60,,,,,,
148545,Chris Yates,S,0,0,,2025,124,,60,60,D02,0,0,1,0,2,0,0,0,0,0,BRYANT,BRYANT,2,59.9,,,,,,
148547,Jimmy O'Brien,K,0,0,,2026,124,,60.6,66,S86,0,0,1,3,0,0,0,4,0,0,BRYANT,BRYANT,7,,60,,,,,51.5
148554,Antonio Epps,S,0,0,,2026,155,,66.8,67.1,D05,0,0,1,0,3,7,0,0,0,1,DUQUESNE,DUQUESNE,10,59.8,,,,,,
148556,Jack Dilts,T,0,0,,2025,155,,61.2,63.1,74,0,0,1,6,0,0,0,0,0,0,DUQUESNE,DUQUESNE,6,,60,,,,,
148560,Andrew Smith,P,0,0,,2025,155,52.3,60,69.4,S80,0,0,1,0,0,7,0,0,0,0,DUQUESNE,DUQUESNE,7,,,,,,,
148566,Malichi Lowery,CB,0,0,,2026,155,,61.1,64.3,D02,0,0,1,0,0,7,0,0,0,0,DUQUESNE,DUQUESNE,7,,,,,,,
148573,Nolan Vigliotti,LS,0,0,,2025,155,,60.2,63.5,S72,0,0,1,0,0,0,0,4,0,0,DUQUESNE,DUQUESNE,4,,,,,,,
148576,Cameron Dalrymple,CB,0,0,,2026,385,,60,64.7,D12,0,0,1,0,0,0,0,0,2,0,MERRIMACK,MERRIMACK,2,,,,,,,
148578,Tre Jordan III,S,0,0,,2025,385,,60.2,63.8,D04,0,0,1,0,5,0,1,0,0,0,MERRIMACK,MERRIMACK,6,59.9,,,,61.8,,
148585,James Smith Jr.,C,0,0,,2026,385,,61.4,66.3,79,0,0,1,4,0,0,0,0,0,0,MERRIMACK,MERRIMACK,4,,60,,,,,
148586,Jason Compoh,ED,0,0,,2026,385,,60.2,61.8,D98,0,0,1,0,0,0,0,3,0,0,MERRIMACK,MERRIMACK,3,,,,,,,
148587,DJ Frazier,LB,0,0,,2027,385,,60,63.4,D08,0,0,1,0,4,0,0,0,0,0,MERRIMACK,MERRIMACK,4,59.8,,,,,,
148589,Chiebuka Aduaka,ED,0,0,,2025,106,,60.1,64.5,D06,0,0,1,0,2,0,0,0,0,0,ALBANY,ALBANY,2,59.8,,,,,,
148591,Jaylen Laudermilk,WR,0,0,,2026,244,,60,64.2,24,0,0,1,0,0,0,1,0,3,0,NORFOLK,NORFOLK,4,,,,29.1,,,
148597,Cahill Burke,LS,0,0,,2025,385,,27.9,63,S87,0,0,1,4,0,0,0,3,0,0,MERRIMACK,MERRIMACK,7,,60,0,,,,
148601,Garry Rosemond Jr.,CB,0,0,,2026,385,,60.2,66.7,D02,0,0,1,0,5,0,2,1,1,0,MERRIMACK,MERRIMACK,9,59.7,,,60.3,55.7,,
148621,Nicholas Gadson,ED,0,0,,2025,338,,59.7,68.2,D44,0,0,1,0,5,0,7,7,1,0,WAGNER,WAGNER,20,60,,,,,,
148626,Moses Pryor,LB,0,0,,2026,338,,59.1,67.5,D43,0,0,1,0,0,0,0,7,0,0,WAGNER,WAGNER,7,,,,,,,
148628,Michael Davidson,LS,0,0,,2025,123,,65.5,63.5,S49,0,0,1,2,0,0,0,5,0,0,BROWN,BROWN,7,,60,81.7,,,,
148637,Nate Lussier,LB,0,0,,2025,123,,60.6,67.5,D05,0,0,1,0,3,1,1,0,0,0,BROWN,BROWN,5,59.8,,,,,,
148653,Justin Anagonye,DI,0,0,,2025,127,,60.4,66.4,D18,0,0,1,0,2,0,4,0,1,0,BUTLER,BUTLER,7,59.6,,,,,,
148655,Kevin Coss,ED,0,0,,2025,123,,60.3,64.8,D53,0,0,1,0,3,0,0,5,1,0,BROWN,BROWN,9,59.5,,,,,,
148660,Quincy Eutsay,ED,0,0,,2026,123,,60.7,64.5,D97,0,0,1,0,5,0,0,0,1,0,BROWN,BROWN,6,60,,,,,,
148661,AJ Heidtke,G,0,0,,2025,123,,60,60.7,69,0,0,1,2,0,0,0,0,0,0,BROWN,BROWN,2,,60,,,,,
148663,Winston Jordan,DI,0,0,,2025,123,,60,64.1,D93,0,0,1,0,0,0,0,0,1,0,BROWN,BROWN,1,,,,,,,
148664,Kyle Philbin,DI,0,0,,2025,123,,60.1,65.5,D91,0,0,1,0,4,0,0,0,2,0,BROWN,BROWN,6,59.1,,,,,,
148665,Cortland Dicks,QB,0,0,,2026,123,,60,63.5,07,0,0,1,0,0,0,0,0,1,0,BROWN,BROWN,1,,,,,,,
148666,Christopher Maron,K,0,0,,2025,123,,60,62.5,S37,0,0,1,2,0,0,0,0,0,0,BROWN,BROWN,2,,,,,,60,
148667,Will Jarvis,WR,0,0,,2026,123,,51,68.1,10,1,0,1,0,0,3,4,5,1,0,BROWN,BROWN,13,,,,,,,
148668,Tim Malo,S,0,0,,2027,123,,60.7,65.3,D09,0,0,1,0,4,1,0,0,0,0,BROWN,BROWN,5,60,,,,,,
148669,Caleb Moorhead,LB,0,0,,2025,123,,60.8,63.2,D52,0,0,1,0,5,1,0,5,1,0,BROWN,BROWN,12,59.9,,,,,,
148670,Mike Bumpus,DI,0,0,,2026,123,,58.9,64.6,D95,0,0,1,0,6,0,0,0,1,0,BROWN,BROWN,7,58.9,,,,,,
148678,Noble Cooper,S,0,0,,2026,123,,60,61.6,D17,0,0,1,0,4,0,0,0,0,0,BROWN,BROWN,4,60,,,,,,
148679,Stockton Owen,HB,0,0,,2025,123,,60.4,63.6,06,0,0,1,0,0,0,4,0,1,0,BROWN,BROWN,5,,,,,58.9,,
148681,Sami Miller,CB,0,0,,2027,123,,60,62.1,D28,0,0,1,0,0,1,0,0,0,0,BROWN,BROWN,1,,,,,,,
148682,Uriel Richardson,LB,0,0,,2026,123,,60.5,66.3,D25,0,0,1,0,0,2,4,0,1,0,BROWN,BROWN,7,,,,,,,
148683,Austin Alley,K,0,0,,2026,123,61.3,60.3,68.8,S29,0,0,1,0,0,3,0,5,0,0,BROWN,BROWN,8,,,,,,,36.4
148686,Ben Moseley,WR,0,0,,2026,123,,60,69,11,0,0,1,0,0,0,0,5,1,0,BROWN,BROWN,6,,,,,,,
148692,Scott Rosati,LB,0,0,,2025,145,,61.4,65.3,D52,0,0,1,0,0,4,0,0,0,0,COLUMBIA,COLUMBIA,4,,,,,,,
148693,Joey Giorgi,HB,0,0,,2025,145,,60,64.9,25,0,0,1,0,0,0,1,0,0,0,COLUMBIA,COLUMBIA,1,,,,,,,
148694,Carter McFadden,CB,0,0,,2025,145,,60,63.5,D23,0,0,1,0,1,0,0,0,0,0,COLUMBIA,COLUMBIA,1,59.9,,,,,,
148699,James Miller,TE,0,0,,2025,145,,60,63.5,89,0,0,1,0,0,0,3,0,0,0,COLUMBIA,COLUMBIA,3,,,,,,,
148708,William Hughes,P,0,0,,2025,145,,60,66.2,S11,0,0,1,0,0,0,0,3,0,0,COLUMBIA,COLUMBIA,3,,,,,,,61.7
148710,Marcus Libman,WR,0,0,,2025,145,,60,64,03,0,0,1,0,0,0,2,0,0,0,COLUMBIA,COLUMBIA,2,,,,,,,
148716,Seth Parker,CB,0,0,,2025,282,,60.1,64.5,D17,0,0,1,0,2,0,0,0,0,0,SAMFORD,SAMFORD,2,59.8,,,,,,
148718,CJ Brown,LB,0,0,,2025,145,,60.8,65.5,D00,0,0,1,0,2,4,0,0,0,0,COLUMBIA,COLUMBIA,6,59.9,,,,,,
148719,Pat Colicchio,G,0,0,,2025,145,,61.4,64.5,73,0,0,1,6,0,0,0,0,0,0,COLUMBIA,COLUMBIA,6,,60,,,,,
148722,John Iannuzzi,G,0,0,,2027,145,,61.9,63.9,60,0,0,1,6,0,0,0,0,0,0,COLUMBIA,COLUMBIA,6,,61.9,,,,,
148723,Patrick Passalacqua,DI,0,0,,2026,145,,60,62.6,D76,0,0,1,0,2,0,0,3,0,0,COLUMBIA,COLUMBIA,5,59.5,,,,,,
148726,Jack Larsen,TE,0,0,,2025,145,,61.2,65.2,83,0,0,1,6,0,0,3,0,0,0,COLUMBIA,COLUMBIA,9,,60,,,,,
148731,Bryson Canty,WR,0,0,,2026,145,,59.9,64,02,0,0,1,0,1,0,1,0,0,0,COLUMBIA,COLUMBIA,2,59.6,,,,59.9,,
148732,Shawn Riley,LB,0,0,,2025,145,,60.4,67.6,D10,0,0,1,0,0,0,2,0,4,0,COLUMBIA,COLUMBIA,6,,,,,,,
148733,Matthew Werd,K,0,0,,2025,145,,60.6,60.6,S33,0,0,1,6,0,0,0,0,0,0,COLUMBIA,COLUMBIA,6,,60,,,,,
148735,Hayden McDonald,S,0,0,,2026,145,,60,62.5,D03,0,0,1,0,1,0,1,0,0,0,COLUMBIA,COLUMBIA,2,60,,,,,,
148736,Aaron Brebnor,S,0,0,,2025,145,,60,66.6,D04,0,0,1,0,0,0,1,0,0,0,COLUMBIA,COLUMBIA,1,,,,,,,
148738,John Martin,DI,0,0,,2026,145,,61.6,66.1,D91,0,0,1,6,0,0,0,0,0,0,COLUMBIA,COLUMBIA,6,,60,,,,,
148743,Raleigh Erwin,ED,0,0,,2025,145,,59.4,64,D40,0,0,1,0,2,0,2,0,0,0,COLUMBIA,COLUMBIA,4,59.4,,,,,,
148745,Lucas Mireur,S,1,0,,2025,145,,67.2,68.2,D08,0,0,1,0,0,4,2,3,5,0,COLUMBIA,COLUMBIA,14,,,,60.3,,,
148749,Matt Robbert,TE,0,0,,2026,276,,60,63.6,06,0,0,1,0,0,0,4,0,0,0,RICHMOND,RICHMOND,4,,,,,,,
148750,Anthony Chideme-Alfaro,CB,0,0,,2026,250,,60.4,64.6,D24,0,0,1,0,3,0,0,0,1,0,N DAK ST,N DAK ST,4,60,,,,,,
148754,Matthew Pilc,TE,0,0,,2026,147,,61.5,61.3,88,0,0,1,7,0,0,0,0,0,0,CORNELL,CORNELL,7,,60,,,,,
148760,Brendan Chestnut,DI,0,0,,2025,147,,59.7,63,D93,0,0,1,0,2,0,0,0,0,0,CORNELL,CORNELL,2,59.5,,,,,,
148780,Hunter Sloan,DI,0,0,,2026,147,,59.4,63.5,D48,0,0,1,0,3,0,0,1,0,0,CORNELL,CORNELL,4,59.2,,,,,,
148782,Jameson Wang,QB,0,0,,2026,147,,60,63.3,01,0,0,1,0,0,0,0,1,0,0,CORNELL,CORNELL,1,,,,,,,60
148783,Chad Martini,WR,0,0,,2026,147,,60,61.1,12,0,0,1,0,0,0,1,0,0,0,CORNELL,CORNELL,1,,,,,,,
148785,Amon Williams,DI,0,0,,2026,147,,60.1,68.8,D94,0,0,1,0,1,0,3,0,0,0,CORNELL,CORNELL,4,59.3,,,,,,
148787,Luke Malaga,WR,0,0,,2025,147,,60.1,65.2,06,0,0,1,0,0,0,3,0,4,0,CORNELL,CORNELL,7,,,,60.9,,,
148788,Mamadou Bah,CB,0,0,,2025,147,,61.5,68.7,D28,0,0,1,0,0,0,0,0,4,0,CORNELL,CORNELL,4,,,,,,,
148789,Damon Barnes,S,0,0,,2026,147,,60,61.3,D09,0,0,1,0,2,0,1,0,0,0,CORNELL,CORNELL,3,60,,,,,,
148792,Robert Tucker III,HB,0,0,,2026,147,,60,61.8,24,0,0,1,0,0,0,0,1,0,0,CORNELL,CORNELL,1,,,,,,,
148797,Eddie Marinaro,WR,0,0,,2025,147,,60.6,66.4,09,0,0,1,0,0,0,3,0,0,0,CORNELL,CORNELL,3,,,,,,,
148798,Christian Madison,CB,0,0,,2025,147,,61.8,68.4,D03,0,0,1,0,3,9,3,0,4,0,CORNELL,CORNELL,19,59.7,,,,,,
148801,Muhammad-Ali Kobo,ED,0,0,,2026,147,,59.8,63.7,D00,0,0,1,0,3,0,0,0,0,0,CORNELL,CORNELL,3,59.6,,,,,,
148802,Devin Malone,DI,0,0,,2025,147,,61.7,66.1,D99,0,0,1,7,1,0,0,0,0,0,CORNELL,CORNELL,8,59.4,62.7,,,,,
148804,Luke Banbury,LB,0,0,,2026,147,,60.2,65.3,D25,0,0,1,0,3,0,1,0,0,0,CORNELL,CORNELL,4,59.9,,,,,,
148808,Trey Harris,S,0,0,,2026,147,,60.1,63.6,D01,0,0,1,0,3,0,1,0,0,0,CORNELL,CORNELL,4,59.9,,,,,,
148816,Tyson McCloud,S,0,0,,2025,303,,61.7,68.9,D12,0,0,1,0,5,7,0,4,2,0,STNY BROOK,STNY BROOK,18,59.7,,,,,,
148821,Gannon McCorkle,ED,0,0,,2026,213,,59.7,64.3,D05,0,0,1,0,5,0,0,0,0,0,MARIST,MARIST,5,59.5,,,,,,
148822,Danny Cronin,LB,0,0,,2026,148,,60,64.7,D33,0,0,1,0,0,1,0,0,1,0,DARTMOUTH,DARTMOUTH,2,,,,,,,
148832,Cam Maddox,S,0,0,,2026,246,,60,63.5,D02,0,0,1,0,1,0,0,0,0,0,NC A&T,NC A&T,1,59.9,,,,,,
148842,Derrell Porter,DI,0,0,,2026,148,,60,64.7,D35,0,0,1,0,0,0,0,0,1,0,DARTMOUTH,DARTMOUTH,1,,,,,,,
148843,Konstantin Spork,T,0,0,,2026,148,,60.9,64.8,79,0,0,1,3,0,0,0,0,0,0,DARTMOUTH,DARTMOUTH,3,,60,,,,,
148847,Alex Geraci,TE,0,0,,2026,148,,60.4,64.4,10,0,0,1,3,0,0,9,0,0,0,DARTMOUTH,DARTMOUTH,12,,60,,,,,
148849,Braden Mullen,ED,0,0,,2026,148,,65.3,72.7,D52,0,0,1,3,7,0,0,4,2,0,DARTMOUTH,DARTMOUTH,16,59.9,60,80.4,,,,
148853,Zachary Farris,S,0,0,,2026,148,,59.3,64.9,D29,0,0,1,0,3,0,0,4,0,0,DARTMOUTH,DARTMOUTH,7,59.8,,,,,,
148854,Jordan Washington,CB,0,0,2026,2026,148,,61.7,74.5,D04,0,0,1,0,7,1,0,0,2,0,DARTMOUTH,DARTMOUTH,10,59.6,,,,,,
148855,Carson Franks,S,0,0,,2025,148,,60.8,69.8,D39,0,0,1,0,0,0,9,1,0,0,DARTMOUTH,DARTMOUTH,10,,,,,,,
148857,Davis Golick,P,0,0,,2025,148,,60,66.8,S01,0,0,1,0,0,0,0,4,0,0,DARTMOUTH,DARTMOUTH,4,,,,,,,48
148861,Reese Spence,CB,0,0,,2025,148,,61.6,69.6,D54,0,0,1,0,0,3,9,0,0,0,DARTMOUTH,DARTMOUTH,12,,,,,,,
148865,Micah Green,LB,0,0,,2027,148,,62.3,75.1,D44,0,0,1,0,7,1,0,0,2,0,DARTMOUTH,DARTMOUTH,10,60,,,,,,
148866,Josiah Green,DI,0,0,2026,2026,148,,67.6,91.9,D00,0,0,1,0,7,0,0,4,2,0,DARTMOUTH,DARTMOUTH,13,59.8,,,,,,
148868,Christian Benson,HB,0,0,,2025,148,,60.4,67.6,23,0,0,1,0,0,0,9,0,0,0,DARTMOUTH,DARTMOUTH,9,,,,,59.6,,
148871,Chris Ramundo,ED,0,0,,2025,179,,60,61.5,D93,0,0,1,0,1,0,0,0,0,0,HARVARD,HARVARD,1,59.9,,,,,,
148872,Tyler Huenemann,DI,0,0,,2026,179,,59.5,65,D92,0,0,1,0,5,0,0,0,1,0,HARVARD,HARVARD,6,58.9,,,,,,
148875,Malik Frederick,HB,0,0,,2026,179,,60.3,66.4,24,0,0,1,0,0,0,5,0,0,0,HARVARD,HARVARD,5,,,,,55.7,,
148876,Brock Locnikar,LB,0,0,,2025,179,,61.3,68.7,D52,0,0,1,0,5,0,5,0,1,0,HARVARD,HARVARD,11,60.2,,,,,,
148877,Kaleb Moody,S,0,0,,2026,334,,60,64.1,D08,0,0,1,0,0,0,0,0,1,0,VILLANOVA,VILLANOVA,1,,,,,,,
148880,Oreck Frazier,LB,0,0,,2025,179,,60.6,69,D42,0,0,1,0,0,0,5,0,1,0,HARVARD,HARVARD,6,,,,,,,
148882,Brandon Svets,ED,0,0,,2026,179,,60.7,64.6,D97,0,0,1,6,5,0,0,0,0,0,HARVARD,HARVARD,11,59.5,60,,,,,
148888,Scott Woods,WR,0,0,,2026,179,,60,62.1,06,0,0,1,0,0,0,0,0,1,0,HARVARD,HARVARD,1,,,,60.3,,,
148890,Dominic Young-Smith,DI,0,0,,2025,179,,60,64.7,D96,0,0,1,0,0,0,0,0,1,0,HARVARD,HARVARD,1,,,,,,,
148897,Riley Jenne,WR,0,0,,2026,179,,60,64.9,08,0,0,1,0,0,0,0,0,1,0,HARVARD,HARVARD,1,,,,,,,
148899,Jacob Psyk,ED,0,0,,2026,179,,59.8,64,D94,0,0,1,0,5,0,0,0,1,0,HARVARD,HARVARD,6,59.2,,,,,,
148901,Nick Yagodich,DI,0,0,,2025,179,,58.9,63.6,D90,0,0,1,0,5,0,0,0,0,0,HARVARD,HARVARD,5,58.9,,,,,,
