playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesFgepKicker,gradesPunter
176662,Smith Snowden,CB,0,0,,2028,328,,60.4,67.8,D02,0,0,1,0,0,0,0,2,3,0,UTAH,UTAH,5,,,,,,,
176663,Dijon Stanley,HB,0,0,,2028,328,,61.3,69.2,23,0,0,1,0,0,0,0,0,4,0,UTAH,UTAH,4,,,,,,,
176674,Branden Ganashamoorthy,WR,0,0,,2028,341,,57.9,67.3,80,0,0,1,0,0,0,3,2,2,0,WASH STATE,WASH STATE,7,,,,,,,
176679,Jack Janikowski,ED,0,0,,2028,341,,60.1,65.5,D93,0,0,1,0,0,0,3,0,0,0,WASH STATE,WASH STATE,3,,,,59.6,,,
176681,Khalil Laufau,DI,0,0,,2028,341,,60,64.1,D44,0,0,1,0,0,0,0,0,1,0,WASH STATE,WASH STATE,1,,,,,,,
176686,Ethan O'Connor,CB,0,0,,2028,341,,60,64.3,D24,0,0,1,0,0,0,0,0,1,0,WASH STATE,WASH STATE,1,,,,,,,
176693,Isaac Terrell,ED,0,0,,2028,341,,60.1,63.9,D88,0,0,1,0,3,0,3,0,0,0,WASH STATE,WASH STATE,6,,60,,,,,
176695,Ashton Tripp,T,0,0,,2028,341,,61.8,68.8,71,0,0,1,6,0,0,0,0,0,0,WASH STATE,WASH STATE,6,60,,,,,,
176698,Adrian Wilson,S,0,0,,2028,341,,60,60.5,D06,0,0,1,0,0,0,0,0,1,0,WASH STATE,WASH STATE,1,,,,,,,
176722,Jonathan Mathis,CB,0,0,,2028,200,,64.4,69,D40,0,0,1,0,0,0,0,0,9,0,KENNESAW,KENNESAW,9,,,,,,,
176729,Austin Welch,K,0,0,,2026,200,65.8,60,65.7,S95,0,0,1,1,0,2,0,0,0,0,KENNESAW,KENNESAW,3,,,,,,60,
176800,Brody Richter,P,0,0,,2027,324,,60,64,S91,0,0,1,0,0,0,0,1,0,0,UCLA,UCLA,1,,,,,,,60
178014,Christian Davis,DI,0,0,,2028,208,,61.9,68.4,D97,0,0,1,7,0,0,0,0,0,0,LA TECH,LA TECH,7,60,,,,,,
178257,Riis Weber,LB,0,0,,2029,180,,58.2,68.9,D37,0,0,1,0,0,0,7,0,0,0,HAWAII,HAWAII,7,,,,,,,
178600,Brian Cooey Jr.,P,0,0,,2025,117,,60.9,67.2,S38,0,0,1,2,0,0,0,6,0,1,BALL ST,BALL ST,8,60,,,,,,51.6
180977,Jordan Taylor,CB,0,0,,2025,197,,60,64.2,D13,0,0,1,0,1,0,1,0,0,0,JAMES MAD,JAMES MAD,2,,59.9,,,,,
181445,Alan Herron,T,0,0,2026,2026,215,,60.8,62.7,71,0,0,1,4,0,0,0,0,0,0,MARYLAND,MARYLAND,4,60,,,,,,
182274,Jackson Courville,K,0,0,,2028,117,,60,62.5,S96,0,0,1,2,0,0,0,0,0,0,BALL ST,BALL ST,2,,,,,,60,
182289,Tylor Latham,HB,0,0,,2026,101,,59.9,65.3,25,0,0,1,0,0,0,4,0,0,0,AIR FORCE,AIR FORCE,4,,,,,,,
182293,Peyton Woodring,K,0,0,,2028,173,71.7,60.4,67.8,S91,0,0,1,6,0,6,0,0,0,0,GEORGIA,GEORGIA,12,,,,,,74.8,
182310,Daniel Harris,CB,0,0,,2028,173,,60.8,66.1,D07,0,0,1,0,0,1,0,0,3,0,GEORGIA,GEORGIA,4,,,,,,,
182428,Jayden LaGrone,LB,0,0,,2027,239,,61.1,68.6,D58,0,0,1,0,0,0,1,0,2,0,NEVADA,NEVADA,3,,,,,,,
182676,Kris Hughes,WR,0,0,,2028,210,,71.8,72.1,49,0,0,1,0,0,6,9,0,2,0,LOUISVILLE,LOUISVILLE,17,,,,,,,
182773,Antwaan Mays,WR,0,0,,2027,214,,62.9,68.2,84,0,0,1,0,0,7,0,0,2,0,MARSHALL,MARSHALL,9,,,,,,,
182911,Caleb Moser,LS,0,0,,2027,321,,37.2,63.6,S47,1,0,1,5,0,0,0,6,0,0,UAB,UAB,11,61.6,,0,,,,
182956,Marvin Sims,WR,0,0,,2027,346,,60.9,68.3,21,0,0,1,0,0,0,3,0,2,0,W KENTUCKY,W KENTUCKY,5,,,,,,,
183051,Alec Clark,P,0,0,,2028,214,,60.7,64.9,S98,0,0,1,5,0,0,0,3,0,0,MARSHALL,MARSHALL,8,60,,,,,,61.5
183192,Sammy Brown,LB,0,0,,2029,140,,54,27.2,D47,0,1,1,0,3,9,4,0,6,1,CLEMSON,CLEMSON,22,,59.8,,,,,
183199,Nolan Hauser,K,0,0,,2029,140,,60,64.1,S81,0,0,1,8,0,0,0,0,0,0,CLEMSON,CLEMSON,8,,,,,,68.6,
183200,Ricardo Jones,S,0,0,,2029,140,,61.5,69.1,D25,0,0,1,0,1,7,0,0,4,0,CLEMSON,CLEMSON,12,,59.9,,,,,
183209,Tana Alo-Tupuola,C,0,0,,2029,176,,60.6,61.5,50,0,0,1,2,0,0,0,0,0,0,GA TECH,GA TECH,2,60,,,,,,
183211,Jordan Boyd,ED,0,0,,2029,176,,61.5,68.6,D90,0,0,1,0,0,3,6,0,0,0,GA TECH,GA TECH,9,,,,,,,
183212,Tah'j Butler,LB,0,0,,2029,176,,60.2,64.7,D15,0,0,1,0,5,0,0,0,0,0,GA TECH,GA TECH,5,,59.9,,,,,
183223,Lawson Pritchett,LB,0,0,,2029,176,,60.2,65.4,D30,0,0,1,0,0,2,0,0,0,0,GA TECH,GA TECH,2,,,,,,,
183226,Markel Bell,T,0,0,2026,2026,220,,62.2,69.6,70,0,0,1,8,0,0,0,0,0,0,MIAMI FL,MIAMI FL,8,60,,,,,,
183229,Dylan Day,S,0,0,,2028,220,,62.3,68.3,D23,0,0,1,0,0,9,6,2,1,0,MIAMI FL,MIAMI FL,18,,,,,,,
183231,Adarius Hayes,LB,0,0,,2028,220,,70.4,66.5,D34,0,0,1,0,0,9,0,0,1,1,MIAMI FL,MIAMI FL,10,,,,,,,
183233,Marquise Lightfoot,ED,0,0,,2029,220,,60.4,67.1,D12,0,0,1,0,0,0,3,0,0,0,MIAMI FL,MIAMI FL,3,,,,,,,
183234,Elija Lofton,TE,0,0,,2029,220,,59.6,65.7,09,0,0,1,0,0,0,7,2,0,0,MIAMI FL,MIAMI FL,9,,,,,,,
183235,Cole McConathy II,ED,0,0,,2029,220,,59.8,62.4,D44,0,0,1,0,1,0,0,0,0,0,MIAMI FL,MIAMI FL,1,,59.6,,,,,
183237,Zaquan Patterson,S,0,0,,2029,220,,38.8,68.5,D20,0,0,1,0,1,9,0,0,1,0,MIAMI FL,MIAMI FL,11,,60,,,,,
183239,Cam Pruitt,LB,0,0,,2029,220,,29.9,26.8,D22,2,1,1,0,0,9,6,2,1,0,MIAMI FL,MIAMI FL,18,,,,,,,
183248,Brandon Booker,LB,0,0,,2029,287,,64,71.7,D28,0,0,1,0,0,5,4,4,7,1,SMU,SMU,20,,,,,,,
183260,Aaron Hampton,LB,0,0,,2029,130,,68,69.6,D46,0,0,1,0,0,6,5,0,0,1,CAL,CAL,11,,,,,,,
183264,Ja'ir Smith,CB,0,0,,2026,130,,60,66,D06,0,0,1,0,0,0,5,2,0,0,CAL,CAL,7,,,,,,,
183265,Isaac Torres,WR,0,0,,2027,130,,59.7,68.5,26,0,0,1,0,0,0,5,0,4,0,CAL,CAL,9,,,,,,,
183277,Sam Mattingly,LB,0,0,,2029,300,,68.9,68.6,D51,0,0,1,0,0,4,6,0,3,1,STANFORD,STANFORD,13,,,,,,,
183279,Cam Richardson,CB,0,0,,2029,300,,61.5,67.8,D28,0,0,1,0,7,4,0,0,1,0,STANFORD,STANFORD,12,,60.1,,,,,
183289,Ethan Minter,S,0,0,,2029,335,,60.3,71.4,D30,0,0,1,0,1,6,9,0,1,0,VIRGINIA,VIRGINIA,17,,60,,,,,
183291,John Rogers,TE,0,0,,2029,335,,61.5,68,89,0,0,1,0,0,4,9,0,1,0,VIRGINIA,VIRGINIA,14,,,,,,,
183307,Lawayne McCoy,WR,0,0,,2029,167,,60.2,64.8,15,0,0,1,0,0,0,0,0,9,0,FLORIDA ST,FLORIDA ST,9,,,,,64.4,,
183312,Isaac Brown,HB,0,0,,2029,210,,60,63,25,0,0,1,0,0,0,1,0,0,0,LOUISVILLE,LOUISVILLE,1,,,,,,,
183355,Asaad Brown Jr.,CB,0,0,,2029,248,,60,65.9,D26,0,0,1,0,0,0,0,0,2,0,NC STATE,NC STATE,2,,,,,,,
183362,Keenan Jackson,WR,0,0,,2029,248,,57.9,69,82,0,0,1,0,0,0,6,1,0,0,NC STATE,NC STATE,7,,,,,,,
183368,Zane Williams,LB,0,0,,2029,248,,61.1,65.9,D35,0,0,1,0,0,5,6,0,0,0,NC STATE,NC STATE,11,,,,,,,
183398,Myles Turpin,S,0,0,,2029,339,,70.4,67.7,D35,0,0,1,0,0,6,0,0,5,1,WAKE,WAKE,11,,,,,,,
183403,Cameron Goggins,CB,0,0,,2028,165,,61.3,71.2,D12,0,0,1,0,5,5,0,7,3,0,FAU,FAU,20,,59.8,,,,,
183405,CJ Heard,S,0,0,,2029,165,,66.8,27.5,D01,0,1,1,0,2,0,0,7,4,2,FAU,FAU,13,,59.9,,,,,
183407,Chisom Ifeanyi,ED,0,0,,2026,165,,60,61.1,D16,0,0,1,0,1,0,0,0,0,0,FAU,FAU,1,,60,,,,,
183409,Lawrence Johnson,S,0,0,,2029,165,,57.2,67,D22,0,0,1,0,6,5,8,0,0,0,FAU,FAU,19,,59.7,,,,,
183412,Gavench Marcelin,ED,0,0,,2029,165,,61.8,65.4,D90,0,0,1,0,1,0,0,0,4,0,FAU,FAU,5,,59.7,,,,,
183415,Devarius Mitchell,WR,0,0,,2026,165,,58.4,69.3,85,0,0,1,0,0,0,8,0,0,0,FAU,FAU,8,,,,,,,
183421,Tremonte Underwood Jr.,HB,0,0,,2028,165,,57.5,69.4,33,0,0,1,0,0,5,8,0,4,0,FAU,FAU,17,,,,,,,
183424,Leon Washington Jr.,WR,0,0,,2028,165,,61.3,67.7,81,0,0,1,0,0,5,0,0,0,0,FAU,FAU,5,,,,,,,
183425,Mike Wright III,S,0,0,,2028,165,,61.4,63.9,D25,0,0,1,0,0,5,0,0,0,0,FAU,FAU,5,,,,,,,
183429,Jayden Lewis,CB,0,0,,2028,319,,61.2,65.8,D21,0,0,1,0,2,2,0,0,2,0,TULANE,TULANE,6,,60,,,,,
183432,Shaun Nicholas,WR,0,0,,2029,319,,61.8,66.6,19,0,0,1,0,0,5,0,0,0,0,TULANE,TULANE,5,,,,,,,
183434,Jayden Davis,WR,0,0,,2028,327,,57.5,67.6,27,0,0,1,0,0,0,4,0,0,0,USF,USF,4,,,,,,,
183438,Nico Gramatica,K,0,0,,2029,327,62.1,60,68.9,S25,0,0,1,0,0,6,0,0,0,0,USF,USF,6,,,,,,,
183440,Rodney Hill,LB,0,0,,2029,327,,56.6,67.7,D17,0,0,1,0,0,6,0,3,1,0,USF,USF,10,,,,,,,
183448,Wyatt Stiehl,TE,0,0,,2026,327,,60.2,67,45,0,0,1,0,0,0,7,0,0,0,USF,USF,7,,,,,,,
183458,Caile Hogan,P,0,0,,2029,331,,60.9,65.4,S25,0,0,1,6,0,0,0,4,0,0,UTSA,UTSA,10,60,,,,,,62.4
183476,Jayden Hill,S,0,0,,2025,251,,60,60.8,D21,0,0,1,0,1,0,0,0,0,0,N TEXAS,N TEXAS,1,,60,,,,,
183483,Brandon Young Jr.,TE,0,0,,2029,251,,60,62.1,87,0,0,1,0,0,1,0,0,0,0,N TEXAS,N TEXAS,1,,,,,,,
183484,Luke Berry,ED,0,0,,2028,320,,62.4,66.3,D93,0,0,1,0,0,0,0,0,5,0,TULSA,TULSA,5,,,,,,,
183489,Tylan McNichols,LB,0,0,,2029,321,,49.8,72.5,D26,1,0,1,0,0,7,0,0,5,0,UAB,UAB,12,,,,,,,
183498,Joe Barna,ED,0,0,,2029,187,,61.7,64.2,D43,0,0,1,0,0,5,0,0,0,0,ILLINOIS,ILLINOIS,5,,,,,,,
183501,Chase Canada,CB,0,0,,2028,187,,60.1,64.5,D00,0,0,1,0,2,0,0,0,0,0,ILLINOIS,ILLINOIS,2,,59.8,,,,,
183503,Brandon Hansen,T,0,0,,2029,187,,61.4,66.3,66,0,0,1,4,0,0,0,0,0,0,ILLINOIS,ILLINOIS,4,60,,,,,,
183504,Tanner Heckel,CB,0,0,,2029,187,,65.7,68.2,D16,0,0,1,0,0,5,2,3,3,0,ILLINOIS,ILLINOIS,13,,,,,,,
183517,Rhys Dakin,P,0,0,,2029,192,,60,66.8,S09,0,0,1,0,0,0,0,4,0,0,IOWA,IOWA,4,,,,,,,60.6
183520,Ty Nissen,P,0,0,,2026,192,,60.2,60.4,S99,0,0,1,3,0,0,0,0,0,0,IOWA,IOWA,3,60,,,,,,
183529,Keyari James,LB,0,0,,2029,215,,62.2,68.5,D35,0,0,1,0,0,5,5,0,4,0,MARYLAND,MARYLAND,14,,,,,,,
183547,Jacory Barney Jr.,WR,0,0,,2029,238,,60,61.6,17,0,0,1,0,0,0,2,0,0,0,NEBRASKA,NEBRASKA,2,,,,55.7,,,
183551,Mario Buford,S,0,0,,2030,238,,60.2,63.7,D31,0,0,1,0,3,0,0,0,1,0,NEBRASKA,NEBRASKA,4,,59.9,,,,,
183570,Willis McGahee IV,ED,0,0,,2030,238,,60.5,64.6,D17,0,0,1,0,1,2,0,0,1,0,NEBRASKA,NEBRASKA,4,,59.7,,,,,
183573,Carter Nelson,WR,0,0,,2029,238,,71.8,66.4,29,0,0,1,0,0,0,9,0,1,0,NEBRASKA,NEBRASKA,10,,,,,,,
183585,Vincent Shavers Jr.,LB,0,0,,2029,238,,61.6,69.3,D01,0,0,1,0,2,2,9,0,1,0,NEBRASKA,NEBRASKA,14,,60,,,,,
183621,Bryan Jackson II,HB,0,0,,2028,326,,61.8,66.8,21,0,0,1,0,0,5,5,0,0,0,USC,USC,10,,,,,,,
183624,Elijah Newby,LB,0,0,,2029,326,,63.3,70.5,D26,0,0,1,0,0,5,0,0,3,0,USC,USC,8,,,,,,,
183628,Desman Stephens II,LB,0,0,,2029,326,,61.1,68.3,D23,0,0,1,0,0,5,0,5,3,0,USC,USC,13,,,,,,,
183660,Kevin Heywood,T,0,0,,2029,349,,60.7,61.5,55,0,0,1,4,0,0,0,0,0,0,WISCONSIN,WISCONSIN,4,60,,,,,,
183666,Xavier Lucas,CB,0,0,,2029,349,,60.2,63.9,D06,0,0,1,0,1,1,0,0,0,0,WISCONSIN,WISCONSIN,2,,59.9,,,,,
183680,Daniel Ndukwe,ED,0,0,,2029,190,,62.9,67.6,D91,0,0,1,0,0,9,0,0,3,0,INDIANA,INDIANA,12,,,,,,,
183682,Jeremiah Beasley,LB,0,0,,2029,229,,62.9,69,D18,0,0,1,0,0,5,4,0,4,0,MISSOURI,MISSOURI,13,,,,,,,
183685,Jake Guarnera,C,0,0,,2029,222,,60,61.8,53,0,0,1,2,0,0,0,0,0,0,MICHIGAN,MICHIGAN,2,60,,,,,,
183687,Dom Nichols,ED,0,0,,2029,222,,60.5,63.1,D33,0,0,1,0,0,2,0,0,0,0,MICHIGAN,MICHIGAN,2,,,,,,,
183691,Cole Sullivan,LB,0,0,,2029,222,,61.3,68.6,D23,0,0,1,0,0,2,5,0,0,0,MICHIGAN,MICHIGAN,7,,,,,,,
183694,Hayden Eligon II,WR,0,0,,2029,256,,60.2,64.3,80,0,0,1,0,0,0,4,0,0,0,NWESTERN,NWESTERN,4,,,,,,,
183716,Smiley Bradford,S,0,0,,2029,273,,60,61.5,D06,0,0,1,0,1,0,0,0,0,0,PURDUE,PURDUE,1,,60,,,,,
183722,D'Mon Marable,S,0,0,,2029,273,,60,63.6,D21,0,0,1,0,0,1,0,0,0,0,PURDUE,PURDUE,1,,,,,,,
183723,Jaheim Merriweather,HB,0,0,,2029,273,,60.6,65.4,03,0,0,1,0,0,1,0,0,2,0,PURDUE,PURDUE,3,,,,,,,
183724,Jireh Ojata,ED,0,0,,2025,273,,60,68,D99,0,0,1,1,0,0,0,4,2,0,PURDUE,PURDUE,7,60,,,,,,
183732,Johno Price,CB,0,0,,2028,109,,60.2,62.9,D21,0,0,1,0,0,2,0,0,0,0,ARIZONA,ARIZONA,2,,,,,,,
183740,Kanyon Floyd,P,0,0,,2028,110,,60.7,65.8,S31,0,0,1,4,0,0,0,4,0,0,ARIZONA ST,ARIZONA ST,8,60,,,,,,64.4
183743,Martell Hughes,LB,0,0,,2029,110,,61.2,68.3,D18,0,0,1,0,2,3,0,4,4,0,ARIZONA ST,ARIZONA ST,13,,60,,,,,
183748,Kyan McDonald,S,0,0,,2029,110,,61.3,67.2,D38,0,0,1,0,0,3,0,0,4,0,ARIZONA ST,ARIZONA ST,7,,,,,,,
183757,Therrian Alexander III,CB,0,0,,2029,128,,60,64.3,D24,0,0,1,0,0,0,0,0,1,0,BYU,BYU,1,,,,,,,
183758,Ephraim Asiata,ED,0,0,,2029,128,,60,63.5,D44,0,0,1,0,0,0,0,0,1,0,BYU,BYU,1,,,,,,,
183773,Sione Moa,HB,0,0,,2029,128,,65,67.4,30,0,0,1,0,0,7,0,0,0,0,BYU,BYU,7,,,,,,,
183779,Viliami Po'uha,ED,0,0,,2029,128,,61.2,62.2,D45,0,0,1,6,0,0,0,0,0,0,BYU,BYU,6,60,,,,,,
183780,Tommy Prassas,S,0,0,,2029,128,,60.1,62.2,D22,0,0,1,0,1,1,0,0,0,0,BYU,BYU,2,,60,,,,,
183783,John Taumoepeau,DI,0,0,,2026,128,,59.8,62.4,D55,0,0,1,0,1,0,0,0,0,0,BYU,BYU,1,,59.6,,,,,
183784,Payton VanSteenkiste,S,0,0,,2029,128,,61.5,67.1,D38,0,0,1,0,0,5,0,0,0,0,BYU,BYU,5,,,,,,,
183790,Simeon Coleman,LB,0,0,,2029,138,,61.4,65.5,D31,0,0,1,0,1,5,2,0,0,0,CINCINNATI,CINCINNATI,8,,60,,,,,
183794,Gavin Grover,TE,0,0,,2029,138,,60.4,67.1,87,0,0,1,0,0,0,3,0,0,0,CINCINNATI,CINCINNATI,3,,,,,,,
183795,Nick Herbst,DI,0,0,,2025,138,,60,63.5,D92,0,0,1,0,0,0,0,0,1,0,CINCINNATI,CINCINNATI,1,,,,,,,
183800,Quan Sanks,S,0,0,,2029,138,,61.9,66.5,D09,0,0,1,0,1,5,0,0,1,0,CINCINNATI,CINCINNATI,7,,60,,,,,
183816,Jalen Todd,CB,0,0,,2029,198,,59.2,67.9,D26,0,0,1,0,0,7,3,0,1,0,KANSAS,KANSAS,11,,,,,,,
183820,Ethan Craw,P,0,0,,2026,305,,60.4,68.4,S31,0,0,1,0,0,0,0,8,0,0,TCU,TCU,8,,,,,,,71.7
183825,Devyn Hidrogo,S,0,0,,2029,305,,63.7,68.3,D15,0,0,1,0,0,4,0,0,11,0,TCU,TCU,15,,,,,,,
183832,Kyle Lemmermann,K,0,0,,2029,305,78.9,60,66.9,S34,0,0,1,4,0,4,0,0,0,0,TCU,TCU,8,,,,,,63.3,
183833,Kaden McFadden,S,0,0,,2029,305,,65.7,72.4,D18,0,0,1,0,0,4,2,6,11,1,TCU,TCU,23,,,,,,,
183837,Jeremy Payne,HB,0,0,,2029,305,,64.5,68.9,26,0,0,1,0,0,0,0,0,11,0,TCU,TCU,11,,,,,,,
183847,Kylan Fox,TE,0,0,,2029,323,,62.2,71.1,06,0,0,1,0,0,0,7,5,7,0,UCF,UCF,19,,,,,,,
183848,Jakob Gude,S,0,0,,2029,323,,61.1,65.3,D18,0,0,1,0,0,3,0,0,0,0,UCF,UCF,3,,,,,,,
183849,Chasen Johnson,CB,0,0,,2029,323,,75,27.7,D27,1,1,1,0,5,4,0,5,9,0,UCF,UCF,23,,91.1,,,,,
183850,Christian Peterson,LB,0,0,,2029,323,,60.7,64.3,D26,0,0,1,0,0,2,7,0,0,0,UCF,UCF,9,,,,57.9,,,
183856,Jackson Bennee,S,0,0,,2029,328,,71.3,69.9,D42,0,0,1,0,0,2,0,9,4,1,UTAH,UTAH,15,,,,,,,
183873,Clay Ash,HB,0,0,,2029,343,,60.6,65.8,27,0,0,1,0,0,0,0,0,3,0,W VIRGINIA,W VIRGINIA,3,,,,,,,
183875,Israel Boyce,S,0,0,,2029,343,,59.8,61.2,D18,0,0,1,0,1,0,0,0,0,0,W VIRGINIA,W VIRGINIA,1,,59.6,,,,,
183879,Zae Jennings,S,0,0,,2029,343,,47.1,65.8,D17,0,0,1,0,0,4,0,0,0,0,W VIRGINIA,W VIRGINIA,4,,,,,,,
183882,Jack Sammarco,TE,0,0,,2029,343,,90.1,70.1,88,0,0,1,1,0,0,8,0,0,0,W VIRGINIA,W VIRGINIA,9,60,,,,,,
183884,Daniel Gerlach,P,0,0,,2028,143,58.3,60,66,S38,0,0,1,0,0,2,0,0,0,0,COLORADO,COLORADO,2,,,,,,,
183887,Micah Welch,HB,0,0,,2029,143,,42.6,64.3,29,1,0,1,0,0,1,2,0,0,0,COLORADO,COLORADO,3,,,,,,,
183892,Xavier Stillman,DI,0,0,,2026,182,,59.9,62.3,D93,0,0,1,0,1,0,0,2,0,0,HOUSTON,HOUSTON,3,,59.6,,,,,
183895,Maurice Williams,LB,0,0,,2029,182,,49.8,72,D27,0,0,1,0,0,3,7,0,2,0,HOUSTON,HOUSTON,12,,,,,,,
183896,Blake Barnett,QB,0,0,,2029,199,,60,62.2,O03,0,0,1,0,0,0,1,0,0,0,KANSAS ST,KANSAS ST,1,,,,,,,
183906,Landyn Cleveland,CB,0,0,,2029,262,,47.5,67.3,D14,0,0,1,0,0,6,0,0,0,0,OKLA STATE,OKLA STATE,6,,,,,,,
183908,Obi Ezeigbo,ED,0,0,,2025,262,,59.4,63.5,D33,0,0,1,0,5,0,0,0,0,0,OKLA STATE,OKLA STATE,5,,59.3,,,,,
183909,Josh Ford,TE,0,0,,2029,262,,56.3,64.5,40,0,0,1,6,0,0,7,0,0,0,OKLA STATE,OKLA STATE,13,60,,,59.9,,,
183924,Travion Barnes,LB,0,0,,2027,166,,60.4,64.3,D06,0,0,1,0,6,0,0,2,1,0,FIU,FIU,9,,60.2,,,,,
183927,Germaine Carter,DI,0,0,,2029,166,,59.5,62.9,D99,0,0,1,0,2,0,0,0,0,0,FIU,FIU,2,,59.3,,,,,
183929,Cole Gustafson,DI,0,0,,2026,166,,60,62.7,D93,0,0,1,0,1,0,0,0,0,0,FIU,FIU,1,,59.8,,,,,
183934,Josiah Taylor,LB,0,0,,2029,166,,76.2,68.3,D35,0,0,1,0,0,4,7,6,5,0,FIU,FIU,22,,,,,,,
183935,Jaden Williams,CB,0,0,,2029,166,,67.7,64,D31,0,0,1,0,0,4,0,0,0,1,FIU,FIU,4,,,,,,,
183938,BJ Blake,S,0,0,,2027,208,,61.5,64.6,D06,0,0,1,0,0,5,0,0,0,0,LA TECH,LA TECH,5,,,,,,,
183941,Tamarcus Gray Jr.,WR,0,0,,2029,208,,60.7,66.3,88,0,0,1,0,2,0,0,0,3,0,LA TECH,LA TECH,5,,59.9,,,,,
183948,Hunter Tipton,TE,0,0,,2027,208,,60,63.7,82,0,0,1,0,0,1,0,0,0,0,LA TECH,LA TECH,1,,,,,,,
183950,Omiri Wiggins,HB,0,0,,2028,208,,59.9,62.9,22,0,0,1,0,0,0,5,0,0,0,LA TECH,LA TECH,5,,,,58.7,,,
183955,Aidan Butts,DI,0,0,,2029,224,,50.3,64,D93,0,0,1,0,0,4,0,0,0,0,MIDDLE TN,MIDDLE TN,4,,,,,,,
183956,Grant Chadwick,P,0,0,,2029,224,,61.1,68,S97,0,0,1,4,0,0,0,9,0,0,MIDDLE TN,MIDDLE TN,13,60,,,,,,62.5
183957,Zach Clayton,T,0,0,,2029,224,,61.2,67.2,79,0,0,1,4,0,0,0,0,0,0,MIDDLE TN,MIDDLE TN,4,60,,,,,,
183958,Austin Clemons,HB,0,0,,2029,224,,60.6,63.6,31,0,0,1,0,0,4,0,0,0,0,MIDDLE TN,MIDDLE TN,4,,,,,,,
183980,Malaki Ta'ase,DI,0,0,,2029,242,,90.3,66.2,D98,0,0,1,0,3,0,5,0,0,0,NEW MEX ST,NEW MEX ST,8,,90.3,,,,,
183982,Malekai Wheeler,G,0,0,,2028,242,,61.2,63.5,76,0,0,1,5,0,0,0,5,0,0,NEW MEX ST,NEW MEX ST,10,60,,,,,,
183985,Darrick Bledsoe III,WR,0,0,,2028,281,,61,67,83,0,0,1,0,0,0,0,0,5,0,SM HOUSTON,SM HOUSTON,5,,,,,,,
183990,Michael Phoenix II,WR,0,0,,2026,281,,62,68.3,04,0,0,1,0,0,0,0,0,4,0,SM HOUSTON,SM HOUSTON,4,,,,,,,
183995,Trace Meadows,LB,0,0,,2030,330,,60.6,67.7,D23,0,0,1,0,0,0,4,0,0,0,UTEP,UTEP,4,,,,,,,
184010,Eli Hohlt,WR,0,0,,2028,117,,54.2,68.8,83,1,0,1,0,0,3,6,6,3,0,BALL ST,BALL ST,18,,,,,,,
184018,Riley Tolsma,ED,0,0,,2025,117,,60.3,64.3,D40,0,0,1,0,4,3,0,0,0,0,BALL ST,BALL ST,7,,59.4,,,,,
184025,Gabe Goins,HB,0,0,,2027,126,,61.4,69.6,35,0,0,1,0,0,0,9,0,1,0,BUFFALO,BUFFALO,10,,,,,,,
184026,Mathew Hilty,LB,0,0,,2027,126,,54.4,70.6,D19,1,0,1,0,0,8,9,0,1,2,BUFFALO,BUFFALO,18,,,,,,,
184027,Xavier Leonard,S,0,0,,2029,126,,39.2,66.8,D23,0,0,1,0,0,8,0,0,1,0,BUFFALO,BUFFALO,9,,,,,,,
184042,Blake Bustard,T,0,0,,2026,160,,60,63.3,54,0,0,1,0,0,0,0,1,0,0,E MICHIGAN,E MICHIGAN,1,,,,,,,
184044,Dodji Dahoue,T,0,0,,2026,160,,61.7,68.3,77,0,0,1,6,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,6,60.2,,,,,,
184066,Jordan Toney,CB,0,0,,2029,160,,60.8,64,D15,0,0,1,0,6,7,0,0,0,0,E MICHIGAN,E MICHIGAN,13,,59.8,,,,,
184078,Conner Muldowney,TE,0,0,,2025,201,,60.5,66.5,89,0,0,1,2,0,0,6,0,0,0,KENT STATE,KENT STATE,8,60,,,,,,
184079,Jayden Studio,LB,0,0,,2029,201,,61.7,69.6,D32,0,0,1,0,0,3,6,0,1,0,KENT STATE,KENT STATE,10,,,,,,,
184082,Javon Hammonds,ED,0,0,,2029,221,,60,64.8,D09,0,0,1,0,0,0,0,0,2,0,MIAMI OH,MIAMI OH,2,,,,,,,
184084,Jackson Pons,S,0,0,,2029,221,,60.6,65.8,D22,0,0,1,0,0,2,2,0,0,0,MIAMI OH,MIAMI OH,4,,,,,,,
184085,Josh Ringer,HB,0,0,,2029,221,,57.7,66.2,30,0,0,1,0,0,0,2,0,0,0,MIAMI OH,MIAMI OH,2,,,,,,,
184103,Loghan Thomas,ED,0,0,,2029,258,,62,68.8,D10,0,0,1,0,0,6,2,0,4,0,NOTRE DAME,NOTRE DAME,12,,,,,,,
184104,Kennedy Urlacher,S,1,0,,2029,258,,62.4,64.1,D23,0,0,1,0,0,6,0,0,0,1,NOTRE DAME,NOTRE DAME,6,,,,,,,
