playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesKickReturn,gradesPuntReturn,gradesPunter,gradesLongSnap,gradesKickoffKicker,gradesFgepKicker
198858,Jett Jefferson,CB,0,0,,2028,227,60,60,63.5,D20,0,0,1,0,1,0,0,0,0,0,MISS STATE,MISS STATE,1,,,,,,,
198859,Dwight Lewis III,CB,0,0,,2026,227,,63.3,69.2,D26,0,0,1,0,0,7,0,0,4,0,MISS STATE,MISS STATE,11,,,,,,,
198860,Ja'Bryis Stewart,S,0,0,,2028,227,,63.1,69.9,D36,0,0,1,0,0,7,0,0,4,0,MISS STATE,MISS STATE,11,,,,,,,
198871,Tyler Lockhart,LB,0,0,,2030,227,59.9,60,61.1,D11,0,0,1,0,1,0,0,0,0,0,MISS STATE,MISS STATE,1,,,,,,,
198874,Langden Kitchen,ED,0,0,,2028,229,60,60,63.8,D11,0,0,1,0,1,0,5,0,0,0,MISSOURI,MISSOURI,6,,,,,,,
198877,Dante McClellan,LB,0,0,,2030,229,,68.1,65.4,D22,0,0,1,0,0,7,0,0,0,1,MISSOURI,MISSOURI,7,,,,,,,
198888,DaMarion Fowlkes,WR,0,0,,2030,229,,59.6,63.6,11,0,0,1,0,0,0,5,1,0,0,MISSOURI,MISSOURI,6,,58.9,,,,,
198890,Robert Meyer,K,0,0,,2030,229,,60,63.3,S88,0,0,1,4,0,0,0,0,0,0,MISSOURI,MISSOURI,4,,,,,,,54.3
198895,Tristian Gardner,WR,0,0,,2030,230,,61.1,67,15,0,0,1,0,0,0,2,1,4,0,MO STATE,MO STATE,7,,,,,,,
198896,Haydon Caston,S,0,0,,2030,230,,61.4,66.6,D13,0,0,1,0,0,0,0,0,4,0,MO STATE,MO STATE,4,,,,,,,
198902,Jayden McGee,ED,0,0,,2030,230,59.6,59.7,62.4,D56,0,0,1,0,2,0,0,0,0,0,MO STATE,MO STATE,2,,,,,,,
198903,Dezmond Barnes,DI,0,0,,2030,230,59.7,59.9,63.5,D98,0,0,1,0,2,0,0,0,0,0,MO STATE,MO STATE,2,,,,,,,
198904,Breylon McCuller,ED,0,0,,2030,230,60.1,60.1,63.8,D94,0,0,1,0,2,0,0,0,0,0,MO STATE,MO STATE,2,,,,,,,
198908,Kheaton Kinney,DI,0,0,,2029,230,60,60,61.7,D96,0,0,1,0,1,0,0,0,0,0,MO STATE,MO STATE,1,,,,,,,
198909,Braxton Starnes,LB,0,0,,2030,230,60,62.2,68.6,D11,0,0,1,0,1,7,1,1,0,0,MO STATE,MO STATE,10,,,,,,,
198914,Darryon Taylor,CB,0,0,,2028,230,,60,66,D26,0,0,1,0,0,0,0,0,1,0,MO STATE,MO STATE,1,,,,,,,
198916,Bryson Snelling,CB,0,0,,2029,239,,62.3,68.4,D12,0,0,1,0,0,0,6,0,4,0,NEVADA,NEVADA,10,,,,,,,
198917,EJ Smith,LB,0,0,,2028,239,59.9,60,62.9,D02,0,0,1,0,5,0,0,0,0,0,NEVADA,NEVADA,5,,,,,,,
198918,Bailey Ettridge,P,0,0,,2029,239,,60.1,67.7,S39,0,0,1,0,0,0,0,5,0,0,NEVADA,NEVADA,5,,,,59.9,,,
198964,Adrian Farrow,DI,0,0,,2030,248,,53.7,71.1,D47,0,0,1,0,0,0,0,0,4,0,NC STATE,NC STATE,4,,,,,,,
198966,Teddy Hoffmann,WR,0,0,,2030,248,,60,64.3,12,0,0,1,0,0,0,0,0,4,0,NC STATE,NC STATE,4,,,29.5,,,,
198971,Spike Sowells Jr.,G,0,0,,2030,248,,61.5,67.6,72,0,0,1,5,0,0,0,0,0,0,NC STATE,NC STATE,5,60,,,,,,
198973,Tristan Teasdell,S,0,0,,2030,248,,61.2,67.9,D19,0,0,1,0,0,0,0,0,4,0,NC STATE,NC STATE,4,,,,,,,
198981,Caden Gordon,CB,0,0,,2030,248,,46.5,71.6,D41,0,0,1,0,0,6,0,0,4,0,NC STATE,NC STATE,10,,,,,,,
198994,Brenden Reese,LB,0,0,,2030,251,,61.6,68.3,D34,0,0,1,0,0,7,0,0,0,0,N TEXAS,N TEXAS,7,,,,,,,
198996,Jaden Manning,LB,0,0,,2029,251,,62,67.8,D36,0,0,1,0,0,7,0,0,0,0,N TEXAS,N TEXAS,7,,,,,,,
199002,Tyler Brown,WR,0,0,,2029,251,,62.2,65.4,23,0,0,1,0,0,7,0,0,0,0,N TEXAS,N TEXAS,7,,,,,,,
199026,Josh Waite,G,0,0,,2027,259,,61.4,63.3,65,0,0,1,7,0,0,0,0,0,0,OHIO,OHIO,7,60,,,,,,
199028,Charlie Christopher,LB,1,0,,2030,259,60,66.3,66.5,D30,0,0,1,0,2,9,4,0,0,0,OHIO,OHIO,15,,,,,,,
199029,Irving Brown,HB,0,0,,2030,259,,60,65,24,0,0,1,0,0,0,2,0,0,0,OHIO,OHIO,2,,,,,,,
199030,Grayson Miller,K,0,0,,2027,261,,58,25.7,S43,0,1,1,0,0,0,0,5,0,0,OKLAHOMA,OKLAHOMA,5,,,,69.4,,,
199032,Courtland Guillory,CB,0,0,,2030,261,59.8,32.3,67.7,D04,1,0,1,0,4,6,0,0,2,0,OKLAHOMA,OKLAHOMA,12,,,,,,,
199035,Manny Choice,WR,0,0,,2030,261,,60.7,66.9,21,0,0,1,0,0,2,4,0,0,0,OKLAHOMA,OKLAHOMA,6,,,,,,,
199036,Ryan Fodje,G,0,0,,2030,261,,60.7,62.5,70,0,0,1,4,0,0,0,0,0,0,OKLAHOMA,OKLAHOMA,4,60,,,,,,
199038,Omarion Robinson,S,0,0,,2030,261,,60.4,63.3,D02,0,0,1,0,0,3,0,0,0,0,OKLAHOMA,OKLAHOMA,3,,,,,,,
199044,Elijah Thomas,WR,0,0,,2030,261,,85.5,68.3,14,0,0,1,0,0,6,4,5,4,2,OKLAHOMA,OKLAHOMA,19,,,,,,,
199049,Brandon Rawls,LB,0,0,,2026,262,60.2,60.5,65,D06,0,0,1,0,6,0,0,0,0,0,OKLA STATE,OKLA STATE,6,,,,,,,
199094,Giordano Vaccaro,G,0,0,,2026,273,,61.8,63.6,62,0,0,1,6,0,0,0,5,0,0,PURDUE,PURDUE,11,62,,,,,,
199102,Dillan Botts,DI,0,0,,2028,275,59,60.2,67.7,D96,0,0,1,0,4,0,0,0,2,0,RICE,RICE,6,,,,,,,
199103,Jo Chavez,S,0,0,,2028,275,59.9,60,61.9,D06,0,0,1,0,4,0,0,0,0,0,RICE,RICE,4,,,,,,,
199104,Jerrick Harper,CB,0,0,,2028,275,60,60.5,65.9,D05,0,0,1,0,3,0,0,0,1,0,RICE,RICE,4,,,,,,,
199107,Semaj Pierre,WR,0,0,,2030,275,,53,70.7,19,0,0,1,0,0,4,5,6,2,0,RICE,RICE,17,,,,,,,
199129,Ben Rothhaar,TE,0,0,,2030,278,,60.2,66.1,24,0,0,1,0,0,0,0,0,2,0,RUTGERS,RUTGERS,2,,,,,,,
199136,Charles Cox III,S,0,0,,2028,285,,61,69.4,D21,0,0,1,0,0,0,5,0,3,0,S JOSE ST,S JOSE ST,8,,,,,,,
199138,Simeon Afalava,G,0,0,,2028,285,,61.7,66.8,56,0,0,1,5,0,0,0,0,0,0,S JOSE ST,S JOSE ST,5,60.3,,,,,,
199144,JT Taylor Jr.,CB,0,0,,2030,285,,60.6,66.9,D13,0,0,1,0,0,0,5,0,3,0,S JOSE ST,S JOSE ST,8,,,,,,,
199148,Jireh Moe,DI,0,0,,2030,285,59.7,59.9,63.5,D90,0,0,1,0,2,0,0,0,0,0,S JOSE ST,S JOSE ST,2,,,,,,,
199152,Tuli Tagovailoa-Amosa,WR,0,0,,2030,285,,66.9,69.6,39,0,0,1,0,0,6,2,0,3,1,S JOSE ST,S JOSE ST,11,,,,,,,
199155,La'Modrick Spencer,CB,0,0,,2028,287,,69.3,66.5,D15,0,0,1,0,0,4,0,0,1,1,SMU,SMU,5,,,,,,,
199156,Link Rhodes,WR,0,0,,2028,287,,75.1,67,04,0,0,1,0,0,4,6,4,2,1,SMU,SMU,16,,58.3,,,,,
199158,Sione Ma'u,G,0,0,,2029,287,,61.6,65.9,79,0,0,1,5,0,0,0,0,0,0,SMU,SMU,5,60,,,,,,
199160,Daylon Singleton,WR,0,0,,2029,287,,60,64.5,13,0,0,1,0,0,0,0,1,0,0,SMU,SMU,1,,,,,,,
199168,Javion Holiday,CB,0,0,,2030,287,,61.2,67.4,D25,0,0,1,0,0,5,0,0,0,0,SMU,SMU,5,,,,,,,
199180,Abel Hoopii,G,0,0,,2030,287,,44.1,24.7,58,0,1,1,5,0,0,0,0,0,0,SMU,SMU,5,60.9,,,,66,,
199184,Tirrell Johnson,ED,0,0,,2027,288,58.5,59.6,66.5,D20,0,0,1,0,6,0,0,0,3,0,S ALABAMA,S ALABAMA,9,,,,,,,
199211,Zach Ruffin,LB,0,0,,2030,296,,62.1,69.9,D25,0,0,1,0,0,4,6,6,5,0,SO MISS,SO MISS,21,,,,,,,
199223,Demetres Samuel Jr.,CB,0,0,,2030,304,60,60.4,65.5,D01,0,0,1,0,3,0,0,0,3,0,SYRACUSE,SYRACUSE,6,,,61.4,,,,
199225,Malachi Coleman,HB,0,0,,2030,304,,61.4,64.5,28,0,0,1,0,0,3,0,0,1,0,SYRACUSE,SYRACUSE,4,,,,,,,
199230,Antoine Deslauriers,LB,0,0,,2030,304,59.8,61.2,63.3,D05,0,0,1,0,3,0,0,0,3,0,SYRACUSE,SYRACUSE,6,,,,,,,
199242,Kelten Mickell,DI,0,0,,2028,305,,61.8,68.8,D90,0,0,1,6,0,0,0,0,0,0,TCU,TCU,6,60,,,,,,
199243,Ed Small,WR,0,0,,2030,305,,59.3,62.2,18,0,0,1,0,0,0,5,0,0,0,TCU,TCU,5,,,,,,,
199253,Jacobe Hayes,WR,0,0,,2029,305,,59.6,66.5,80,0,0,1,0,0,0,0,3,0,0,TCU,TCU,3,,,,,,,
199259,Anthony Williams,LB,0,0,,2030,305,,61,63.6,D30,0,0,1,0,0,3,0,0,0,0,TCU,TCU,3,,,,,,,
199261,Gil Jackson Jr.,CB,0,0,,2030,305,,61.2,66.9,D38,0,0,1,0,0,0,0,0,4,0,TCU,TCU,4,,,,,,,
199263,Sam Bisesi,K,0,0,,2029,305,,60,64.2,S41,0,0,1,0,0,1,0,0,0,0,TCU,TCU,1,,,,,,60.1,
199267,Julius Simms,S,0,0,,2030,305,,58.1,67,D31,0,0,1,0,0,0,4,0,4,0,TCU,TCU,8,,,,,,,
199270,Mason Peterson,TE,0,0,,2030,305,,59.9,64.1,87,0,0,1,0,0,0,5,0,0,0,TCU,TCU,5,,,,,,,
199271,Jon Denman,HB,0,0,,2030,305,,60,62.2,13,0,0,1,0,0,0,5,0,0,0,TCU,TCU,5,,62,,,,,
199272,Jared Martin,ED,0,0,,2030,305,,61.2,62,D94,0,0,1,6,0,0,0,0,0,0,TCU,TCU,6,60,,,,,,
199275,Curly Ordonez,LB,0,0,,2028,306,59.8,66.8,65.6,D33,0,0,1,0,6,0,0,7,1,0,TEMPLE,TEMPLE,14,,,,,,,
199283,Ryder Kusch,TE,0,0,,2030,306,,60,62.1,33,0,0,1,0,0,1,0,0,0,0,TEMPLE,TEMPLE,1,,,,,,,
199286,Jonathan Cunningham,CB,0,0,,2030,311,,64.8,69.9,D37,0,0,1,0,0,10,1,0,10,0,TEXAS,TEXAS,21,,,,,,,
199296,Graceson Littleton,CB,0,0,,2030,311,,62.3,69.1,D29,0,0,1,0,0,9,1,0,11,0,TEXAS,TEXAS,21,,,,,,,
199299,Kade Phillips,CB,0,0,,2030,311,,62.3,71.3,D11,0,0,1,0,0,7,0,1,10,0,TEXAS,TEXAS,18,,,,,,,
199300,Jonah Williams,S,0,0,,2030,311,,68.1,67.6,D09,0,0,1,0,0,7,0,0,1,0,TEXAS,TEXAS,8,,,,,,,
199304,Daylan McCutcheon,WR,0,0,,2030,311,,60,62.8,17,0,0,1,0,0,0,0,0,2,0,TEXAS,TEXAS,2,,,61,,,,
199310,Leyton Stone,WR,0,0,,2030,315,,60,64.2,17,0,0,1,0,0,0,2,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
199311,Brock Golwas,LB,0,0,,2030,315,,65,65.4,D45,0,0,1,0,0,7,0,0,0,0,TEXAS TECH,TEXAS TECH,7,,,,,,,
199325,DJ Kelly,CB,0,0,,2030,316,,60.8,69.7,D27,0,0,1,0,0,3,0,4,2,0,TOLEDO,TOLEDO,9,,,,,,,
199328,Gavyn Baker,FB,0,0,,2029,318,,63.4,67.2,D46,0,0,1,0,0,0,4,0,8,0,TROY,TROY,12,,,,,,,
199329,Donnie Smith,ED,0,0,,2028,318,59.1,60.2,69.1,D22,0,0,1,0,1,4,0,5,0,0,TROY,TROY,10,,,,,,,
199330,Jaquez White,CB,0,0,,2028,318,59.7,74.3,68.2,D08,0,0,1,0,3,0,0,5,0,1,TROY,TROY,8,,,,,,,
199350,TJ Smith,CB,0,0,,2028,319,59.6,56.2,69,D13,2,0,1,0,7,3,0,4,0,1,TULANE,TULANE,14,,,,,,,
199355,Jason Arredondo,LS,0,0,,2030,319,,65,63.5,S57,0,0,1,2,0,0,0,4,0,0,TULANE,TULANE,6,60,,,,80.7,,
199359,Oliver Mitchell Jr.,WR,0,0,,2029,319,,60.8,65.3,80,0,0,1,0,0,2,5,0,0,0,TULANE,TULANE,7,,,,,,,
199370,Javin Gordon,HB,0,0,,2030,319,,60,63.9,23,0,0,1,0,0,1,0,0,0,0,TULANE,TULANE,1,,,,,,,
199378,Hudson Ball,ED,0,0,,2030,320,60,60.3,64.1,D32,0,0,1,0,1,0,0,4,0,0,TULSA,TULSA,5,,,,,,,
199385,Waden Charles,WR,0,0,,2030,323,,60.9,67.3,19,0,0,1,0,0,0,3,0,1,0,UCF,UCF,4,,,,,,,
199393,Agyeman Addae,HB,0,0,,2030,323,,60,63,35,0,0,1,0,0,0,1,0,0,0,UCF,UCF,1,,,,,,,
199397,Quandarius Keyes,CB,0,0,,2028,325,60,60,63.6,D05,0,0,1,0,1,0,0,0,0,0,UNLV,UNLV,1,,,,,,,
199401,Joshua Tuchek,S,0,0,,2030,325,,60.3,64.5,D21,0,0,1,0,0,2,0,0,0,0,UNLV,UNLV,2,,,,,,,
199406,Cam Brown,P,0,0,,2030,325,,60,65.4,S33,0,0,1,0,0,0,0,2,0,0,UNLV,UNLV,2,,,,62.2,,,
199413,James Johnson,HB,0,0,,2030,326,,61.5,65.9,D35,0,0,1,0,0,0,0,0,4,0,USC,USC,4,,,,,,,
199417,Jahkeem Stewart,DI,0,0,,2030,326,59.3,59.5,62.9,D04,0,0,1,0,2,0,0,0,0,0,USC,USC,2,,,,,,,
199420,Corey Simms,WR,0,0,,2030,326,,29.8,25.5,22,0,1,1,0,0,0,5,1,0,0,USC,USC,6,,,,,,,
199421,Floyd Boucard,DI,0,0,,2030,326,59.6,59.8,63.1,D88,0,0,1,0,1,0,0,0,0,0,USC,USC,1,,,,,,,
199424,Victor Zidor,S,0,0,,2028,327,,60.3,65.8,D43,0,0,1,0,0,0,1,0,1,0,USF,USF,2,,,,,,,
199425,Jeremiah Koger,WR,0,0,,2030,327,,53.8,65.2,16,0,0,1,0,0,0,3,0,0,0,USF,USF,3,,,,,,,
199426,Jabari Smith,CB,0,0,,2029,327,60,68.9,68.2,D41,0,0,1,0,1,4,0,0,3,0,USF,USF,8,,,,,,,
199428,Khalil Collins,G,0,0,,2030,327,,61.9,63.6,60,0,0,1,10,0,0,0,0,0,0,USF,USF,10,60.7,,,,,,
199433,Gavin Leach,LB,0,0,,2030,327,,60.7,66.6,D53,0,0,1,0,0,4,0,0,1,0,USF,USF,5,,,,,,,
199434,Luke Goater,P,0,0,,2030,327,,60,65.4,S39,0,0,1,0,0,0,0,2,0,0,USF,USF,2,,,,60.3,,,
199446,Nate Tilmon,S,0,0,,2030,328,60,60.7,63,D21,0,0,1,0,1,2,0,0,0,0,UTAH,UTAH,3,,,,,,,
199453,Dillon Curtis,K,0,0,,2030,328,,60,65.5,S17,0,0,1,3,0,2,0,0,0,0,UTAH,UTAH,5,,,,,,65.8,58.9
199456,Cyrus Polu,LB,0,0,,2030,328,,59,66.9,D35,0,0,1,0,0,0,0,7,0,0,UTAH,UTAH,7,,,,,,,
199459,Mateaki Helu,LB,0,0,,2030,328,,60.6,63.7,D20,0,0,1,0,0,2,0,0,0,0,UTAH,UTAH,2,,,,,,,
199462,Jason Stokes Jr.,CB,0,0,,2029,328,,60.4,65.1,D30,0,0,1,0,0,2,0,0,0,0,UTAH,UTAH,2,,,,,,,
199465,Solo Barnes,S,0,0,,2026,330,60,59.4,66,D05,0,0,1,0,3,0,0,3,1,0,UTEP,UTEP,7,,,,,,,
199468,James Williams,G,0,0,,2029,330,,61.4,65.2,69,0,0,1,4,0,0,0,0,0,0,UTEP,UTEP,4,60,,,,,,
199474,TJ Tillman,CB,0,0,,2030,330,,49.9,27.9,D13,0,1,1,0,0,5,0,3,6,0,UTEP,UTEP,14,,,,,,,
199475,Nik Henry,WR,0,0,,2030,330,,59.9,63.4,13,0,0,1,0,0,0,6,0,1,0,UTEP,UTEP,7,,51.5,,,,,
199489,Cameron Upshaw Jr.,S,0,0,,2028,331,,69.9,70.5,D11,0,0,1,0,0,4,0,0,7,0,UTSA,UTSA,11,,,,,,,
199507,Rylon Dillard-Allen,S,0,0,,2030,340,,62.3,70.2,D18,0,0,1,0,0,10,0,0,2,0,WASHINGTON,WASHINGTON,12,,,,,,,
199518,John Mills,G,0,0,,2030,340,59.4,61.3,64,72,0,0,1,9,1,0,0,0,0,0,WASHINGTON,WASHINGTON,10,60,,,,,,
199520,Devin Hyde,ED,0,0,,2030,340,,62.4,67.9,D52,0,0,1,0,0,10,5,0,2,0,WASHINGTON,WASHINGTON,17,,,,,,,
199528,Dylan Robinson,CB,0,0,,2029,340,60,62.1,65.9,D06,0,0,1,0,1,10,0,0,2,0,WASHINGTON,WASHINGTON,13,,,,,,,
199530,Dezmen Roebuck,WR,0,0,,2030,340,,60.3,64.6,81,0,0,1,0,0,0,5,0,0,0,WASHINGTON,WASHINGTON,5,,61.8,,,,,
199537,Kyle Peterson,S,0,0,,2030,341,60,61.4,69.7,D28,0,0,1,0,1,5,10,2,0,0,WASH STATE,WASH STATE,18,,,,,,,
199541,Tyrence Crutcher,CB,0,0,,2026,343,,60,66,D16,0,0,1,0,0,0,0,0,1,0,W VIRGINIA,W VIRGINIA,1,,,,,,,
199543,Brandon Homady,T,0,0,,2030,343,,60.1,66.1,71,0,0,1,2,0,0,0,0,0,0,W VIRGINIA,W VIRGINIA,2,60,,,,,,
199547,Chris Fileppo,S,0,0,,2030,343,59.9,61.7,69.5,D34,0,0,1,0,6,3,7,0,5,0,W VIRGINIA,W VIRGINIA,21,,,,,,,
199548,Branden Hollis,C,0,0,,2029,346,,62,67.2,71,0,0,1,6,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,6,61.5,,,,,,
199549,Kennon Loftin,LB,0,0,,2028,346,,50.3,67.1,D38,0,0,1,0,0,6,0,0,2,0,W KENTUCKY,W KENTUCKY,8,,,,,,,
199551,Jack Cassidy,K,0,0,,2027,346,,60,68.9,S42,0,0,1,0,0,6,0,0,0,0,W KENTUCKY,W KENTUCKY,6,,,,,,71.7,
199554,Kai Micatrotto,DI,0,0,,2030,346,,32.7,26,D91,0,1,1,0,0,0,5,0,2,0,W KENTUCKY,W KENTUCKY,7,,,,,,,
199566,Matthew Jung,S,0,0,,2027,349,59.8,61.1,62.7,D29,0,0,1,0,5,0,0,0,3,0,WISCONSIN,WISCONSIN,8,,,,,,,
199567,Nicolas Clayton,ED,0,0,,2029,349,,60.6,67,D12,0,0,1,0,0,0,5,0,5,0,WISCONSIN,WISCONSIN,10,,,,,,,
199568,Cairo Skanes,CB,0,0,,2030,349,,61.6,70.3,D21,0,0,1,0,0,3,5,0,5,0,WISCONSIN,WISCONSIN,13,,,,,,,
199576,Grant Dean,S,0,0,,2029,349,,60.4,63.3,D16,0,0,1,0,0,3,0,0,0,0,WISCONSIN,WISCONSIN,3,,,,,,,
199577,Cooper Catalano,LB,0,0,,2030,349,,60.9,63.9,D44,0,0,1,0,0,3,0,0,0,0,WISCONSIN,WISCONSIN,3,,,,,,,
199587,Markus Boswell,LB,0,0,,2030,102,60,61.6,68.3,D44,0,0,1,0,1,7,0,3,0,0,AKRON,AKRON,11,,,,,,,
199588,Jaylen Webb,CB,0,0,,2028,120,,61.6,67.9,D25,0,0,1,0,0,6,0,2,0,0,BOISE ST,BOISE ST,8,,,,,,,
199596,Arthur de Boachie,S,0,0,,2030,120,,61.9,64.5,D29,0,0,1,0,0,8,0,0,0,0,BOISE ST,BOISE ST,8,,,,,,,
199601,Mana Tuioti,LB,0,0,,2030,120,,60.7,66.2,D55,0,0,1,0,0,3,6,0,0,0,BOISE ST,BOISE ST,9,,,,,,,
199625,Amare Adams,DI,0,0,,2030,140,59.6,59.8,62.4,D95,0,0,1,0,1,0,0,0,0,0,CLEMSON,CLEMSON,1,,,,,,,
199628,Brayden Jacobs,G,0,0,,2030,140,,60.8,66.5,74,0,0,1,3,0,0,0,0,0,0,CLEMSON,CLEMSON,3,60,,,,,,
199633,Gideon Davidson,HB,0,0,,2030,140,,60.2,67,09,0,0,1,0,0,0,7,0,0,0,CLEMSON,CLEMSON,7,,,,,,,
199643,Jawarren Corbin,LB,0,0,,2028,151,,61.5,67.8,D22,0,0,1,0,0,0,4,0,2,0,DELAWARE,DELAWARE,6,,,,,,,
199648,AJ Graham,S,0,0,,2030,151,,61.7,68.2,D27,0,0,1,0,0,1,4,0,2,0,DELAWARE,DELAWARE,7,,,,,,,
199680,Kevin Roche Jr.,TE,0,0,,2030,176,,62.3,67.7,86,0,0,1,0,0,0,4,0,6,0,GA TECH,GA TECH,10,,,,,,,
199682,J.P. Powell,HB,0,0,,2030,176,,62,69.4,20,0,0,1,0,0,8,0,0,0,0,GA TECH,GA TECH,8,,,,,,,
199684,Shane Marshall,HB,0,0,,2030,176,,60,62,24,0,0,1,0,0,0,4,0,0,0,GA TECH,GA TECH,4,,58.7,,,,,
199685,Tae Harris,S,0,0,,2030,176,,62.5,69,D27,0,0,1,0,0,8,0,0,6,0,GA TECH,GA TECH,14,,,,,,,
199687,Peyton Joseph,T,0,0,,2030,176,,61.4,62.1,71,0,0,1,7,0,0,0,0,0,0,GA TECH,GA TECH,7,60,,,,,,
199690,Dalen Penson,CB,0,0,,2030,176,,59.4,67,D25,0,0,1,0,0,0,0,4,0,0,GA TECH,GA TECH,4,,,,,,,
199693,Elgin Sessions,CB,0,0,,2030,176,,61.8,68,D28,0,0,1,0,0,8,4,0,0,0,GA TECH,GA TECH,12,,,,,,,
199727,Ja'Corian Norris,S,0,0,,2029,207,,60,66.9,D15,0,0,1,0,0,0,0,0,3,0,LA LAFAYET,LA LAFAYET,3,,,,,,,
199731,JP Coulter,WR,0,0,,2028,209,,60.7,69.4,04,0,0,1,0,0,0,5,0,0,0,LA MONROE,LA MONROE,5,,,,,,,
199736,Jabari Tiller,S,1,0,,2028,209,60,57.5,68.9,D12,0,0,1,0,3,5,0,6,3,0,LA MONROE,LA MONROE,17,,,,,,,
199737,Jalen Foster,S,0,0,,2028,209,,61,64.1,D23,0,0,1,0,0,6,0,0,0,0,LA MONROE,LA MONROE,6,,,,,,,
199740,Ziggy Loa,ED,0,0,,2027,209,59.8,60,62.7,D49,0,0,1,0,1,0,0,0,0,0,LA MONROE,LA MONROE,1,,,,,,,
199742,Noah Flemmings,LB,0,0,,2028,209,,60.1,66.5,D03,0,0,1,0,0,2,0,3,0,0,LA MONROE,LA MONROE,5,,,,,,,
199752,Zach Weeks,LB,0,0,,2030,211,59.8,61.5,65,D35,0,0,1,0,1,6,0,0,0,0,LSU,LSU,7,,,,,,,
199753,Phillip Wright III,WR,0,0,,2030,211,,59.8,65.6,15,0,0,1,0,0,0,2,1,0,0,LSU,LSU,3,,,,,,,
199754,Carius Curne,T,0,0,,2030,211,,60.6,63.6,57,0,0,1,3,0,0,0,0,0,0,LSU,LSU,3,60,,,,,,
199755,DJ Pickett,CB,0,0,,2030,211,,61.7,68.7,D03,0,0,1,0,0,5,0,0,4,0,LSU,LSU,9,,,,,,,
199756,Aidan Anding,CB,0,0,,2030,211,,62.2,69.6,D23,0,0,1,0,0,2,0,0,7,0,LSU,LSU,9,,,,,,,
199760,Jhase Thomas,S,0,0,,2030,211,,61.7,67.2,D28,0,0,1,0,0,8,0,0,0,0,LSU,LSU,8,,,,,,,
199763,Jaiden Braker,LB,0,0,,2030,211,,62.5,67.3,D15,0,0,1,0,0,4,0,0,2,0,LSU,LSU,6,,,,,,,
199766,Jacob Bradford,S,0,0,,2030,211,,61.6,68.3,D24,0,0,1,0,0,7,0,0,0,0,LSU,LSU,7,,,,,,,
199768,Walter Mathis Jr.,DI,0,0,,2030,211,60,60,62.9,D91,0,0,1,0,1,0,0,0,0,0,LSU,LSU,1,,,,,,,
199770,Damien Shanklin,ED,0,0,,2030,211,60,60,61.1,D17,0,0,1,0,1,0,0,0,0,0,LSU,LSU,1,,,,,,,
199771,CJ Jimcoily,S,0,0,,2030,211,60,65.6,69.3,D31,0,0,1,0,1,9,3,2,7,0,LSU,LSU,22,,,,,,,
199772,Charles Ross II,LB,0,0,,2030,211,60,51,70.1,D26,0,0,1,0,1,5,2,0,5,0,LSU,LSU,13,,,,,,,
199791,Jarcoby Hopson,LB,0,0,,2030,226,,61.6,66.7,D23,0,0,1,0,0,5,1,0,0,0,OLE MISS,OLE MISS,6,,,,,,,
199793,Archie Wilson,P,0,0,,2030,238,,60,67.3,S83,0,1,1,0,0,0,0,4,0,0,NEBRASKA,NEBRASKA,4,,,,63.1,,,
199805,Pierce Mooberry,LB,0,0,,2030,238,,61.2,66.6,D56,0,0,1,0,0,4,0,0,0,0,NEBRASKA,NEBRASKA,4,,,,,,,
199811,Isaiah Mozee,HB,0,0,,2030,238,,60.1,62.4,22,0,0,1,0,0,0,7,0,0,0,NEBRASKA,NEBRASKA,7,,57.4,,,,,
199820,Austin Alexander,ED,0,0,,2030,245,,60.7,66.3,D47,0,0,1,0,0,3,0,0,0,0,N CAROLINA,N CAROLINA,3,,,,,,,
199826,Xavier Lewis,DI,0,0,,2029,245,59.8,60,62.7,D90,0,0,1,0,1,0,0,0,0,0,N CAROLINA,N CAROLINA,1,,,,,,,
199829,Broderick Windham,S,0,0,,2028,254,60,61.4,70.5,D15,0,0,1,0,1,3,7,0,0,0,N ILLINOIS,N ILLINOIS,11,,,,,,,
199830,DeAree Rogers,WR,0,0,,2027,254,,60,63.6,06,0,0,1,0,0,0,0,0,3,0,N ILLINOIS,N ILLINOIS,3,,,62.2,,,,
199831,Jasper Beeler,S,0,0,,2028,254,60.2,60.5,62.5,D22,0,0,1,0,6,2,0,0,0,0,N ILLINOIS,N ILLINOIS,8,,,,,,,
199837,Nolan James Jr.,HB,0,0,,2030,258,,60,61.2,23,0,0,1,0,0,0,1,0,0,0,NOTRE DAME,NOTRE DAME,1,,59.9,,,,,
199843,Madden Faraimo,LB,0,0,,2030,258,60,61.7,71.3,D19,0,0,1,0,1,9,7,0,5,0,NOTRE DAME,NOTRE DAME,22,,,,,,,
199870,Dierre Hill Jr.,HB,0,0,,2030,264,,60,61.2,23,0,0,1,0,0,0,1,0,0,0,OREGON,OREGON,1,,60,,,,,
